,id,question,score,feedback,answer
13,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,1,,"combining a continous representation with a closed world assumption, this is an assumption that all the environmental features are speciefied in the map and that any section that is devoid of features has no corresponing features environment."
14,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,1,"closed world assumption will also greatly reduce computational cost
It can be further reduced by selecting only the features which are necessary for localization","Conitnous maps are computationally expensive. To reduce this computational cost, one can make use of convex polygon abstraction. To reduce the cost every relevant object for the map, like obstacles like walls etc. can be abstracted to be represented by said convex polygons, which only use a fraction of the computational cost, in comparisson to a normal continous map. They are not exact representations of the real world object, but try to mimic the obstacle as close as possible. To reduce the computational cost even more, the amount of polygons can be reduced, but at the cost of abstracting the given obstacle more and more. Higher polygon count will result in higher accuracy representation of the desired obstacle or object, but will increase the computational cost. "
15,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,3,,"Continous map representation can be reduced taking the closed world assumption into cosideration where only regions with objects/obstacles are stored and all other non-object/free areas are left sparse. This result in a sparse map that is computationally and memory more efficient. 


Another way is to add an extra layer of abstraction where features like straight lines are extracted from continous points and these sets of lines approximate the exact map to a reasinable degree. This way, instead of saving many points only line(groupimg multiple points) prameters are saved."
16,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,"1,5","- closed world assumption greatly reduces the computational cost
","Continuous map can be modified by applying abstraction to it. By means of abstraction, it means that to only store the features that are useful while discarding the rest of the data. This allows the data that is to be stored in the robots memory to have much less space."
17,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,"1,5",- closed world assumption,"Continuous map can be modified in the followingways to reduce the computational cost:-

1. Only the objects that can be detected by the sensor are taken into the acccount.
2. Only the geometrical features which are relevant for the localisation are taken into account."
18,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,"1,5",employing closed world assumption greatly reduces the computational cost ,"continuous map representation be modified to reduce the computational cost by
* using the abstraction 
* capturing only the important environment feature
"
19,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,"Continuous map representation be modified to reduce the computational cost by the following methods:<br>
1, By Assuming a Closed World Model or by limiting the environment<br>
2, By extracting and retaining olny features relevent to the current problem, this can be done through decomposition and feature extraction<br>"
20,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,1,,Continuous map representation captures numerical representations of the objects and places. It can be modified to only capture relevant information for the desired application such as capturing lines to detect walls and corridors.
21,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,0,"- employing closed world assumption greatly reduces the computational cost 
- selecting and representing maps with only features necessary for localization. Abstraction of these features as polygons or straight lines will reduce the computaional cost.
- different map ecomposition techniques reduces the computational cost of its application.
",Continuous map representation has more computational cost because if there is a movement while the mapping is being done then the map needs to be re-mapped without the unwanted obstacle. If this is avoided then the computational cost can be reduced.
22,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,"Continuous map representations show the environment as it is in the form of a map and hence it is computationally expensive. To reduce the computatinal cost, we can use abstraction to decompose the continuous map into a set of infinite straight lines. "
23,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,"Continuous maps represents the environment in terms of obstacles. In order to reduce the computational cost of the map, obstacles can be represented as **convex polygons**."
24,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,1,,For continuous map representation we can use the abstraction to only store important details that are still sufficient to represent the environment.
25,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,It can reduce the computational cost by employing abstraction and taking only the most relevant environmental features. The cost can hence be reduced with close world assumptions techniques in continuous map representation.
26,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,1,,The abstraction is the method which helps to reduce the computational cost in continuous map representation. Abstraction is a method of extracting the essential features of the environment and representing only these important features in the map representation.
27,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,"The computation cost of a continuous map representation can be reduced by using abstraction and only extracting the relevant features in the environment. With the use of the closed-world assumption, continuous map representations can be made less costly."
28,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,1,,The computational cost can be reduced by sampling with most relevant polygonal features in 2D in terms of infinite simplifiied lines and considering void spaces as null spaces.
29,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,"The computational cost of a continuous map representation can be reduced by abstraction. Objects are reduced to 2D shapes, such as polygons. This omits futher details like color, texture, etc, but reduces the cost of the map. Further reduction can be done by reducing the objects to sets of infinite lines. Furthermore, the closed-world assumption allows all irrelevant objects to be ignored from the map, only including those that can affect the robot. "
30,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,The computational cost of continuous map can be reduced by having <br>closed world assumptions.<br>Considering only the important/required features<br>having abstract knowledge of the features
31,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,The continous map representation can be modifed to reduce the computational costs by considering only the close world assumption. This means that the features that are present in the world are represented as straight lines. 
32,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,"The continuous map representation can be abstracted to various geometric shapes and also use a low resolution map. In addition to this, the continous maps can be represents as topological maps."
33,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,0,,"Using map decomposition to extract abstract and useful information and discard the information that has no contribution from the real environment.
By representing obstacles with simple polygon."
34,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,We can apply fixed cell decomposition method to convert the continuous map to the type of occupancy grid.
35,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,2,,"Yes, the continuous map representation can be modified to reduce the compuatational cost by following steps:
1. Closed world representation
2. Represent features as abstract forms
3. Represent only useful features, say for example: walls can be represented as lines."
36,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,0,, 
37,Short_answer_A,How can a continuous map representation be modified to reduce the computational cost?,1,," 


Continuous map representation can be modified to reduce computational cost by laser sensor reading as it is gives us the direct best fit line for continuous map representation. Further we should stress on only important relevant information/ features and disarding the rest. It represents the geometric representation and not to the secondary features like texture, color, elasticity etc.    "
38,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,3,,"- Since the size of the continuous map increases with the object density, representing everything in 3D is computationally not feasible and the amount of memeory required to store it is high.
- Also the objects with complex shapes needs to be enclosed by a very complicated polygons which is also a complex process."
39,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"-Continuous maps can be used for 3D representation but the computational cost will be more. As the dimentionality increases, it becomes difficult to have a geometrical representation of the environment objects. Hence, the conputational cost increases to calculate the 3D representation."
40,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,0,,"1. Continuous maps can't be used for 3D representations.
2. Continuous maps take 2D slice of surrounding environment and plots data for it.
3. So, it can't be implemented for 3D representation."
41,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,A continuous map for 3D representations can be done but are very computationally expensive and can cause computation explosion.
42,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"A continuous mapp cannot be used for 3D, mobile robots used it for 2D as further dimensionality can result in computational explosion. "
43,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,Computational cost of representing  an environment using continuous map increases exponentially with the dimensionality of the map,"As continous maps are computationally expensive, they cannot be used for 3D representations"
44,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"Caontinuous maps can be used for 3D representations, but they are not advisable. As they capture rich data, the storage will increase to capture the 3D environment which leads to complex computations."
45,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,Continous maps in general are used only for 2D representations. This limitation is due to that the higher dimensional data requires higher computational power and might lead to computational explosion. 
46,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,Continuois maps can not be ideally used for 3d representaion because it will increase the computational cost as well as higher space complexity for 3d map representation.
47,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"Continuous map cannot be used for 3D representations since it increases complexity and additional cost.<br>In today's robotics engineering, it is limited to use for 2D maps"
48,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,Continuous map could be used for 3D representations but it will not be recommended as a dramatic overload in data transfer and too high computational cost.
49,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"Continuous map representations attempt to recreate the environment in a continuos space and the different obstacles are represented as infinte lines. While it might be feasible with 2D data, when it comes to 3D representations, the amount of data that will need to be processed will result in a computational explosion. While modern processors might be able to handle the huge load, it is still too large a task for mobile robots, and appropriate decomposition and approximation techniques must be used before they can be used in any actual application."
50,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,Continuous maps are not suitable for 3D representation. The **computational complexity** and **computational cost** will drastically increase while representing 3D.
51,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"Continuous maps can be used for 2D representation, as it converts the data it recieves in a 2D plane. But, if the dimensions are increased, the computational cost increases exponentially. So, in other words, continuous maps cannot be used for 3D representation."
52,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"Continuous maps can be used for 3D representations, but they come with high time and computational cost and an increase in memory size. As the dimensions of a continious map increases there is an exponential increase in time and computational cost."
53,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,1,,"It cannot. Because continuous maps require large memory space and computational costly, it is not feasible in 3D representation."
54,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,No as it counsumes a lot of computational cost 
55,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,No it can not be used for 3D representation because that will cause a computational explosion.
56,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"No, Continous map storage requirements will grow undesirabely with the increase in the dimnesion of the space under observation. Being exact, continous map for 3D representation will require storing too many points that will saturate the memory resources."
57,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,1,,"No, continuous maps are too computationally costly to be used with 3D. Because of the increased cost of 3D mapping, path planning and other tasks that use the map also have higher cost. This makes 3D continuous maps unfeasible. "
58,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,0,It is computationally very expensive to represent 3D regions as continuous maps,"No, continuous maps can not be used for 3D representations because the continuous map representation is a way in which exact map decomposition is done. The division of the map into segments is possible in a 2D space rather than a 3D space. For 3D we can use topological map representations."
59,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,1,,"No, continuous maps cannot be used for 3D Representations due to the computational limitations of using a continuous map for dimensionality other than 2D."
60,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"No, continuous maps cannot ne used for 3D representation as they increase the computation complexity and there by requires more processing power."
61,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"No, in my opinion continuous maps cannot be used for 3D representations. This is because continous maps are computationally expensive even in 2D and in 3D we may face a computational explosion."
62,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"No, it is limited to 2D. The computational cost of the 3D continuous representation would exceed the computational performance which is usually at an autonomous robot's disposal."
63,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,Mostly due to computaional cost than memory,"No.

Continuous maps cannot be used for 3D representations because deploying the points to 3D will make the calculation complex and it takes lot of processing time and memory "
64,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,No. Becuase continuous maps are the 2d slice of the environment. Adding an extra dimension would increase computational const.
65,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,1,,"Technically, continous maps could be used for 3D representations. However, currently that would cause too much computational cost and therefore is not done in practice. It's possible that it could be used in the future with more powerful computers."
66,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"The continuous map can not be used for 3d representation because of the following reason:

1. The enourmous data that will be produced by continous maps will lead to computational explosion
2. In result we can say the processing of such data is untenable if we use continous map for large data to represent."
67,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,The continuous maps cannot be used for 3D respresentations because the representing 3D space in continuous map will cause computational explosion
68,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"Theoretically yes, but it is hardly used for 3D representation because computation cost would be dramatically increased."
69,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"They can, but only if the desired robot or system can manage the exploding computational cost, which a 3D map will introduce. Due to the exploding computational cost of a 3D map, 2D maps are preferred, due to the way less calculation power needed by the implementing system."
70,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,1,,"Yes it can, since the main issue is the computational complexity and this can be reduced by abstracting and capturing only the usefull features or relevant features. "
71,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,Yes it is possible to use continuous map for 3D representations but it is not efficient to do so because it increases the computational cost.
72,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,0,It will be computationally very expensive to represent 3D regions using continuous maps,"Yes we can combine them to make 

"
73,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,1,,"Yes, continuous maps can be used for 3D representations. The problem with 3D representation is that is will required more memory and the computational capacity to work with this map will also be higher."
74,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,2,,"Yes, it can be used for 3D representation but computational cost will be very high in that case."
75,Short_answer_B,Can continuous maps be used for 3D representations? Briefly explain your answer.,1,," 


No, continuous map representation can not be used in 3D representation because it adds more compelxity to the map. more complexity means more features to extract and it would result in more reasoning required in further cognition, planning phases.  Complexity of the map is reduced by using only relevant information.  "
76,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"- Exact cell decomposition is decomposing by creating boundaries between the free space and the geometrical cricality whereas the fixed cell decomposition is decomposing as the discrete approximation of the environment.

- Exact cell decomposition is both sound and complete whereas fixed cell decomposition is sound but not complete because of its inexact nature.

- Exact cell decompoistion is not feasible as it represents the environment in the form of complete free or occupied space and if getting this information is expensive then exact cell decomposition is not feasible whereas fixed cell decomposition is feasible.

- Exact cell decomposition can handle the narrow passages but fixed cell decomposition cant't."
77,Short_answer_C,What is the difference between exact and fixed decomposition?,0,"- In exact decomposition, the map is decomposed into areas of free spaces using lines based on the geometrical criticality/features of the objects. 
- In fixed decomposition, the map is divided into discrete grids irrespective of the positions of the objects. These grids are used for representing discrete locations of robot and occupancy status of an object.",- Exact decomposition give the map of the environment as it is
78,Short_answer_C,What is the difference between exact and fixed decomposition?,1,,"- Exact decomposition is a continuous map representation where the map is divided into blocks of free spaces, which when combined forms the total free space.
- Fixed decomposition is the discrete map representation where the map is divided into discrete cells of occupied and free cells that are denoted by 1's and 0's."
79,Short_answer_C,What is the difference between exact and fixed decomposition?,2,"In exact decomposition, the map is decomposed into areas of free spaces using lines based on the geometrical criticality/features of the objects.
In fixed decomposition, the map is divided into discrete grids irrespective of the positions of the objects. These grids are used for representing discrete locations of robot and occupancy status of an object.","- Exact decomposition: In exact decomposition, the world is represented as polygons of objects and continuous lines.
- Fixed decomposition: In fixed decomposition, the world is represented as an approximation of objects in a grid like manner. "
80,Short_answer_C,What is the difference between exact and fixed decomposition?,"1,5","In exact decomposition, the map is segmented into free areas based on the geometrical critcality of the objects in the environment","- In exact cell decomposition,  the mapping are obtained from the segmentation, that is area based representation.
- A better aned accurate form of decomposition is the fixed cell decomposition in which the map is divided into cells of fixed size and each cell has the information if it's occupied or not. Example: Occupancy grid maps"
81,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"- In exact decomposition, the critical points of the obstacles are used to form the boundary of the freespaces. The size of each freespace is not uniform. They can vary. In fixed decomposition, the size of all cells of the map are the same.
- As the number of cells are less in exact decomposition, navigation is easier because of lesser nodes to represent them as compared to that of fixed one.
- In fixed decomposition, the narrow passages may get destroyed upon decomposition. So it is not complete. In exact one, the passage is preserved.
- The precision and accuracy is higher for fixed decomposition based on the resolution of the smallest cell. In exact decomposition, the robot can be anywhere within the cell."
82,Short_answer_C,What is the difference between exact and fixed decomposition?,0,"- In exact decomposition, the map is decomposed into areas of free spaces using lines based on the geometrical criticality/features of the objects. 
- In fixed decomposition, the map is divided into discrete grids irrespective of the positions of the objects. These grids are used for representing discrete locations of robot and occupancy status of an object.","* Exact decomposition are not feasible but fixed decomposition are feasible
* Exact decomposition  depicts in obstacle free and free area  while transformation while fixed decomposition depicts  in obstacle fill and free area 
* Exact decomposition decompose by grid cells ard fixed decomposition transllates the real world "
83,Short_answer_C,What is the difference between exact and fixed decomposition?,0,,"1. Exact cell deomposition is extremely compact representation. 
2. For exact cell decomposition, we can't program robot motion in free space. Whereas in fixed cell decomposition, robot motion can be easily manipulated from free space.
"
84,Short_answer_C,What is the difference between exact and fixed decomposition?,2,Fixed decomposition: the map is represented as discrete grids/polygons ,"1. Exact decomposition - It decomposes the map based on the geometrical representation of the environment. It consider the environment as free space and divide it based on the geometrical shape of the object present in the environment. It uses continous map for the decomposition. It considers the divided space as nodes and establishes links between every adjacent node.

- But exact decomposition is not useful for unknown environment. For this fixed decomposition in used.

2. Fixed decomposition - In fixed decomposition, the continous real world is tranformed into approximation matrix. The environment along with its objects is divided into matrix and the each cell is shows whether it consists any part of the object ibn  it by colouring the cell as black. "
85,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"1. Exact decomposition: determine the boundaries based on the geometry of obstacles or objects on the map, keep the map as same as the original map.

2. Fixed decomposition: convert the continous map to the discrete map which follow the occupancy grid rule (the cell which contains any single black pixel will be completely black)"
86,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"1. Exact decomposition: In this decomposition the world is tessellated as excet cells where free spaces and occupied spaces are  represented as individual nodes. This is generally lossless representation.  

2. Fixed decomposition: In this decomposition the world is tessellated as discrete approximation my means of grids or cells. Some features are lost in this decomposition."
87,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"1. In exact cell decompostion, all the objects in the world are represented as polygons. These polygons depend on the shape of the object detected.

2. In fixed cell decomposition, objects are represented in the form of an occupancy grid in which each cell, 0 can denote unoccupied and 1 as occupied. "
88,Short_answer_C,What is the difference between exact and fixed decomposition?,1,"Exact decomposition divides a map into segments of free areas based on the geometrical features of obstacles. In fixed decomposition, the map is divided into discrete grids irrespective of the positions of the objects. These grids are used for representing discrete locations of robot and occupancy status of an object.","Decomposition is way of split the map with smaller pathes of map. For exact decomposition, the target is continuous map. On the other hand, the input of fixed decomposition is descretized map. "
89,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Difference between exact and fixed decomposition:

1. The exact decomposition is mainly used for the known map in which we divide the map into cells on the basis of the geometry of the obstacles. In the the formed mapl, robot can traverse in cells by not considering the exact path.
2. In Fixed cell decomposition on the other hand, a grid of polygons is layed onto the map in which map is devided into those those polygons and the different grid cells represent either a filled or empty cell. This is suitable for the unknown map. Robot can also have a exact path form initial to final position."
90,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Difference-
Exact Decomposition covers the space into a polygonial area of free space. The representation is compact as each area is stored as a single node. 
Fixed Decomposition, regardless of environmental parameters will impose a geometerical map. In fixed decomposition, the narrow passages are lost while mapping."
91,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Exact cell decomposition creates a save map, which depicts exactly where the obstacles are. Fixed cell decomposition creates an approximation of the map by reducing the amount of cells/pixels and blocking areas in which at least a part is occupied by obstacles. Fixed cell decomposition reduces the amount of computational costs, but also possibly loses small passageways."
92,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Exact cell decomposition decomposes the map into free spaces and obstacles.

Large free spaces are considered as single node in exact cell decomposition

-----

Fixed cell decomposition tessalates the map into a grid and assign values based on the occupancy of each cell.

Both obstacle and free space are treated as equal size cells with different values in fixed cell decomposition"
93,Short_answer_C,What is the difference between exact and fixed decomposition?,"1,5",exact cell decomposition divides the map into regions of free spaces with respect to geometrical criticalitites of the obstacles. ,"Exact decomposition achieves its decompostion by making sections between discrete cells wrt geological criticalities. Whereas in Fixed decomposition, the world is tessalated, and the data that is recieved from real-time continuous map is converted to discrete."
94,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Exact decomposition creates segmentation/area from the obstacle boundaries/edges on the map, so it doesn't affect the original map and that's why it's lossless form of decomposition. Whereas fixed cell decomposition imposes fixed grid on to the map, and thereby it reduces down the details of the map (for example it may loss narrow passages from the map). Exact decomposition is computationally expensive compare to fixed cell decomposition."
95,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Exact decomposition exactly decomposes real objects into a map representation. In the case of our polygon map, this was done by drawing a line to each vertice of each object. The cells created by these lines then perfectly described free space around objects. 

Fixed decomposition tesselates the real world with a grid. Cells of the grids are marked as free or occupied based on the presence of an object in that cell."
96,Short_answer_C,What is the difference between exact and fixed decomposition?,3,,"Exact decomposition is a type of decomposition, which decides the boundaries based on geometry. The main assumption considered here is that the robot's position within an area does not matter. Thus, the exact decomposition is a function of the environment free space and obstacles.
On the other hand, fixed decomposition transforms the continuous real environment as discrete approximations for the map. This depicts obstacle-filled and obstacle free areas."
97,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Exact decomposition is decomposing the map into segments based on the objects in the map and the robot travels from segments to segment if there is no object in the particular segment. <br>
Fixed decomposition, the whole map is divided into grids and the grid is either 1 or 0 representing filled with obstacle or not."
98,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Exact decomposition makes use of the geometrical features provided by the environment, like corners of geometrical objects etc. It uses these provided features of interest, to form an exact decomposition of the given area and divide the area into smaller areas of free space. 

In comparrison if the obtaining of these geometrical features from the environment is not feasible, e.g. cylinders, rounded of corners etc. one can make use of a so called fixed decomposition. In this the whole area will be divided into cells of equal size, until you have a grid overlaying the area. Then every cell which contains even the slightest fraction of an object, will be marked as occupied, and therefore blocked. cells which do not contain any part of an object/obstacle will be marked as free. This creates a occupancy grid map, by which the robot can determine if a cell/area is free to be traveresed."
99,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Exact decomposition: In this the map is tessellated into free spaces and obstacle. It requires low memory to represent the map. the memory requirement depends on the density of objects in the environment. The exact decomposition reuires very low memory in case of sparse environment

Fixed decomposition: In this the map is discretized into discrete cell (like occupancy grid). In exact decomposition the free space is not tessellated further but in fixed decomposition the free space and obstacles are discretised into cells. The memory requirement depends on the size of individual cell. Smaller the cell size larger the memory required to represent the map. In fixed decomposition, the cell contains values like 0 - incase of free space and 1 - incase of obstacle"
100,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Exact decomposition: Selecting the boundaries of the obstacle based on critical geometric.

Fixed decomposition: Embedding the real environment in the map and transforming the continunous map into discrete map, where the obstacle is approximated."
101,Short_answer_C,What is the difference between exact and fixed decomposition?,"1,5",exact decomposition divides map into free spaces based on the geometrical features of the objects,"excat decomposition divide the teh map into free space grids 
fixed decomposition divide the map into equal space grids  "
102,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"In an exact decomposition, the map is represented as a lossless version of the environment. These kind of maps have higher resolution. However, the fixed cell maps approximate the environment to a cell. And this cell determines the resolution of the map. This method can be easily represented in a digital system."
103,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"In case of fixed decomposition, the map is divided evenly as a grid. The exact position of the robot matters.

In case of exact decomposition, the map is divided unevenly. Vertical lines divide the map by the verticies of the objects. The exact position of the robot within a cell does not matter."
104,Short_answer_C,What is the difference between exact and fixed decomposition?,0,,"In exact cell decomposition the decomposition is achieved by selecting boundries between the discrete cell based on geometric criticality and the guiding principle is always the free space. 
In fixed cell decomposition the decomposition is achieved by converting contineous real environemnt in to discrete approximation. If the cell is partially occupied by an obstacle, it is considerd as fully occupied unlike in exact cell decomposition."
105,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"In exact cell decomposition the map is divided into cells baised on the shape of the objects present on the map. The cells represent the free spaces in the map and this decomposition also contains the information about relation between these cells<br>
In fixed cell decomposition the map is decomposed in grids of rows and coloums. With the grids containing obstacles filled and those that do not are left empty. It is a type of occupance grid map. As the size of the grid decreases there is an exponential increase in the memory size."
106,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"In exact cell the map is decomposed vertically based on geometric criticallity. 
In fixed cell decomposition the map is discreet approximation of the contineous real environment where the dicreet cell is considered fully occupied if partially covered. it results in increasing the narrow passages by overestimating the disreet cell."
107,Short_answer_C,What is the difference between exact and fixed decomposition?,"1,5","In exact decmposition, the map is divided based on the geometrical criticality of the objects in the environment","in exact decomposition the environment is mapped as much exactly as possible and then divided into segments. These segments are named left to right & top to bottom. Then using this data a node graph is created thus mapping the path from start to goal.

in fixed decomposition the continuous environment in real time is mapped. This map is then divided into small grids. If the obstacle occupies even a small portion of this grid, then the entire grid is marked as an obstacle. Using this data, the robot plans a path from start to goal."
108,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"In exact decomposition the map is divided into cells based on the allignment of the obstacles. the most commom technique is to divide the map either horizontal or vertical based on the obstacle placement.

In fixed decomposition the size of cell is fixed irrespective of the allignment of the obstacles in the map. The whole map is divided into fixed size cell and then based on the area covered by the obstacles the cells are mapped as free or occupied."
