	id	answer	score
42	2	A neuron is a basic information processing unit that have a adder function to compute **weighted sum of inputs plus bias** and apply activation function on the result.    $$ \phi(v) = \sum\limits_{i=1}^n \omega(i)x(i) + bias $$	2
43	2	Each neuron has a set of inputs and their respective weights.    The local field is,    $v = \sum(w_{ij} * x_i)$    The local field is passed through a activation function.    So the output of the neuron is,    $y = \phi(v)$    $y = \phi(\sum(w_{ij} * x_i))$	2
44	2	YOUR ANSWER HERE  A Mathematical model of a neurons consits of a     1. A set of synaptic links which are classified based on weights(w1, w2, w3...w_n)  2. It consits of a adder function, which performs the weighted sum of the inputs and the bias.  $\Sigma_{i=1....n} w_n.x + b$    3. It consists of an activation function, used to minimize the amplitude of the neuron output.  $\Phi(\Sigma_{i=1....n} w_n.x + b)$	2
45	2	A mathematical model of neuron comprises of 2 main units:  * Adder functions: it sums up all the product of all synaptic connections and inputs of neuron  * Synaptic weights: these are interneuron connections in which the knowledge is stored  * Activation function: it is used for introducing non-linearity 	2
46	2	$v_k = \sum_{j=1}^{m} w_{kj} x_j + b_k$, $y_k = \phi(v_k)$, $w_{kj}$ is the synaptic weight  connecting neuron k and input data j, $x_j$ is input data, $b_k$ is bias, $v_k$ is induced local field, $y_k$ is output of neuron.	2
47	2	The neuron is the basic processing unit of a neural network and is made of three main component:  - Weights: $w_1, w_2, ...,w_n$  - Adder function: it is the linear combination of the input and weights plus bias. (induced local field) $v = \sum w_i x_i + b$  - Squashing function: it is the activation function applied to the local field used to limit the output of the neuron. $\phi(v)$ 	2
48	2	A neuron is a computational unit composed of  + synapses which are stored in the form of weights $w$. These are the variables that can are dynamical.  + summing function that computes the weighted sum of inputs: $v = \sum_i (w_ix_i)$  + activation function $\phi$: gives nonlinear nature to network, determines and normalizes the output produced by neuron. e.g. sigmoid function  + bias: another synaptic tunable variable with input 1. Therefore the net output of neuron: $ y = \sum_i (w_ix_i) +b$.	2
49	2	The following equations describe a nonlinear model of a neuron, labeled k.    1)u_k = sum from j=1 to m w_{kj} x_{j}    2)y_k = phi(u_{k} + b_{k})    where x_{j} are the input signals; w_{kj} are the weights of the neurons; u_{k} is the linear combiner output due to the input signals; b_{k} is the bias; phi() is the activation function; and y_k is the output signal of te neuron.	2
50	2	A neuron is a processing unit that contains three main components: a set of synaptic weights that connect the neuron with other neurons; an adder that computes the induced local field, or the weighted sum of the signals flowing through the neuron; an activation function that constrains the magnitude of the output signal from the neuron.	2
51	2	The neuron consists of synapses/connecting link each characterised by a weight. A linear combiner sums up the weighted sum of inputs to a local field. The local field is then passed through an activation function. The result of the activation function is the output.	2
52	2	A neuron is defined by the following elements:  - A number of input values x  - A number of weights w  - A bias b  - An activation function $/phi$.    The inputs x are multiplied with the weights, and the result is summed with the bias (also, the bias can be used just as a weight value b and a single connetion with an stable input equal to 1, for mathematical simplicity). The resulting value, known as local field (v), will be the input to the activation function.    The mathematical model can be summarized in the formula:    $v = \sum^{n}_{i = 0} x(i)*w(i) + b$    $y = \phi(v)$	2
53	2	$y = \sum_{i=0} \Phi(w*x_i)$     A neuron consists of inputs $x$, synpatic weights $w$, an extra input $w_0$ which is fixed to 1 for the bias, an Adder function, that creates the local field $v$ and a squashing function $\Phi$.	2
54	2	Neuron is a simplest computation unit of a neural network that consists of input variables, weights, bias, summation term (combiner), activation function and output variables.	1
55	2	Input vector $x$    Weight matrix $w$    Net input $net=\sum x^Tw$    Net output $o=\phi(net)$	1
56	2	A neuron consists of three basic components:     - *Synaptic Weights*: The synaptic weights are connections between neurons and are adjusted through training.     - *Squashing/Activation Functions*: The squashing functions may be non linear or linear functions that that are applied to the signals from the neurons     - *Adder Functions*: The adder functions help in combining outputs from several neurons.         	2
57	2	Mathematical model of a neuron is given as :       y = $\phi(V)$ , where activation function is applied to local field(V)          V = $\summation (w_{i}x_{i} + b)$  . Local field is weighted(w) sum of inputs(x) plus bias(b)          	2
58	2	YOUR ANSWER HERE A neuron is an information processing unit. It consits of: inputs associated with weights, sum of inputs and an acitvation function   	1
59	2	A neuron is the simplest processing unit of a neural network which has:    1. synaptic weights to store the knowledge gained.  2. Adder function (linear combiner) which adds the weighted values of the input signals to produce the local field.  3. An activation function which squashes the local field to a range of values.    $ \phi(\sum_{i=0}^{N} w_i \cdot x_i) $	2
60	2	$N$ number inputs, $x_i$ input i, $v_j$ local field, $\varphi(v_j)$ activiation function, $y_j$ output, $w_{ji}$ weight from node i to j    $y_j = \varphi(v_j)$    $v_j = \sum_{i=0}^{N}w_{ji}x_i$	2
61	2	A neuron is a simple processing unit of an ANN, that is made up of    - the synaptik links which are defines by a weights $(w_1,...,w_n)$  - a adder function that combines the weighted input $(w_i*x_i)$ plus some bias $(b)$ to the local field  $(\sum{w_i*w_i}) +b=v$  - a activation function phi that squaches the local field to the output $(phi(v)=y)$ 	2
62	2	A neuron consists of input nodes x_1 to x_n and weights w_1 to w_n, a linear combiner v= SUM( $ x_i * w_i $) + b, where b is some bias. The result v is called local field and is used as input for an acivation function $ phi(v) $	2
63	2	A neuron consist of input connection links with a synaptic weight, a bias, an adder which adds the input singnals and the bias and produces the local field. The local field is processed by the activation function and produces the output of the neuron. 	2
64	2	A neuron consists of one or multiple inputs which are gathered by a summation function. The hereby induced local field of the neuron is processed by a squashing function and generates the output of the neuron.	1
65	2	Neuron is consists of three units.     1. Synaptic links characterizex by weights which linearly ways the input.  2. Adder which adds weighted inputs to generate local field  3. Activation function which is nonlinear function sqashing the output of the neuron	2
66	2	The mathematical model of neuron has three parts:  - a set of synapses or connencting links characterized by weight ,w .  - an adder function that calculates the weighted sum of inputs plus some bias  - an activation function (squashing function) to minimize the amplitude 	2
67	2	A mathematical model of neuron consists of 3 important parts.  A neuron is the smallest computaional node with:  1) Input vectors : set of vectors of a certan dimension to train the model  2) Weights (and biases): each of the input vectors are weighted using weight vectors in accordance withthe output that is required. Bias is added when necessary.  3) Activation function : The linear combination of weights and inputs are passed through the activation function which produces an output.	2
68	2	A neuron consists of a set of inputs and a bias which these inputs and predefined bias will be multiplied by a weight and then we have sum the results of all the inputs and bias multiplied by the weights which called induced field and after that we send this to an activation function which can be a linear or non-linear function and the output of this function is the final output of our neuron. 	2
69	2	Let $x_1$, $x_2$, ... , $x_N$ be the inputs to the neuron, $w_i$ be the corresponding weights of connections, $b$ be the bias and $\varphi(.)$ be the activation function.   Then, the induced field $v$ is given by -    $$v = \sum_{i = 1}^{N} w_i .x_i + b$$    The output $y$ is given by -    $$y = \varphi(v)$$	2
70	2	The neuron is the fundamental processing unit of an aritificial neural network that is characterised by the followig features:    1. A neuron has a set of non-linear synaptic links, an externally applied bias, and possibly one or more linear activation links. The bias is represented by a synaptic link from an input fixed at +1.  2. The synaptic links of the neuron weight the respective inputs.  3. An adder function (linear combiner) computes the weighted sum of the inputs to the neurons.  4. An activation function (squashing function) limits the amplitude of the neuron's output.	2
71	2	$y = \sum f(wx + b)$, where w are the weights, which change the input according to the learned weights, x is the input from the environment, b is the bias, which shifts the learned decision plane, and f() is the activation function, which limits the output to a desired region of values.	2
72	3	for a binary classifier we can use threshold activation funtion.    1) randomly initilize the weights     2) you calculte the output of the neruon     3) find out the error by subtracting expected output and current output.    4) modify the weights related to that input with respect to the error.    5)repeat the process 2-4 till the you get minimal error. 	2
73	3	YOUR ANSWER HERE	0
74	3	YOUR ANSWER HERE    continue_process = true    w = randomly_initialize()    while continue_process      for x in list of points          y = w.x            diff = d-y  // d is  the desired output            if(diff >= 0)              w = w + x              else              w = w - x                    if all points are classified without error          continue_process = false	2
75	3	n<- learinig rate    Repeat until the MSE is small enough:    t=t+1        for each point in training set do:            compute local vield of percepron: V = W*X            apply linear activation function: $y =  \theta(V) = V$            compute current error: e = (d-y)                              apply delta rule: W(t+1) = W(t) + n*e*X         end	2
76	3	w = [random number betrween -1 and 1]      for every data in training set      {   In the first layer:       calculate the weighted sum  using adder function      calculate the output of the activation function      In the ouput layer      calculate the output y        calculate the error e = d - y ; d- desired output         change the weights using the formula $ \delta w = \eta x_j e_j$    }     continue till the error converges 	2
77	3	    Initialize as many random weights as the dimension of the data points        For each data point:          if the output matches the desired output              do nothing          else:              change the weights in the direction of the datapoint so that the datapoint is classified correctly          end if      end for        if some weight was changed:          start again with the for loop      end if	2
78	3	* Randomly assign values to initial weights  * Run the perceptron network and calculate the error (e = y-d) where, e is error, y is output and d is desired response.  * Update the weights based on the error.  * If error is positive, add the error with the input and update weight.  * If error is negative, subtract the error with the input and update weight.  * If there is no error, don't update the weights.  * Repeat the above process until the calulated error is approximately equal to zero.	2
79	3	YOUR ANSWER HERE	0
80	3	We use threshold function as activation function.       if w.x + b >= 1       label class 1.      else label class 0.	0
81	3	e(n) = current error  <br>  eps = convergence criteria  <br>  n = learning rate  <br>  while (change in e(n) not less then eps) {<br>      calculate error e(n) <br>      w(n+1) = w(n) + n e(n) x(n)  (Widrow Hoffmen rule) <br>      }	2
82	3	apply input data to input layer and initialize small values weights    minimize error according to difference between desired signal and output signal    assign the test vector the class that has smallest error	2
83	3	Initialize the weight vector $\hat{w} = 0$  - do  -    for every training sample x,d             $v = \sum w_i x_i + b$           $y = \phi(v)$                      if d is not equal to y then               $e = d - y$               $w = w + \eta e(i) x_i$  -  until convergence     	2
84	3	**Pseudo code**  + initiate weights and bias randomly.  + compute output for the given input data $ y' = \sum_i (w_ix_i) +b$.  + compute error between computed $y'$ and desired output $y$.  + update weights: $w(n+1) = w(n) + \eta (y-y') x$  + stop when the error is below some specified threshold or becomes zero in case of data that is perfectly linearly separable.	2
85	3	YOUR ANSWER HERE	0
86	3	Initialize the perceptron with each weight equal to 0: $w(0) = 0$.    Present the labeled examples $(x_i, d_i)$ to the perceptron.  > for each example $(x_i, d_i)$  >> Compute actual output $y_i$ and error signal    >> Update weight based on the dlelta rule: $w(n+1) = w(n) + \eta (d(n) - y(n)) x(n)$	1
87	3	weights # a weight vector  phi = activation function  eta = learning rate  for each datapoint (x_i,y_i) do:      weights[i] = weights[i] + eta * (x_i[i]-y_i)*weights[i]	1
88	3	1: w, b = init_weights_bias() // the weights can be initialized to 0 or random initialized    2: n = 0    3: WHILE !stop_criteria() DO // iteration until stop criteria is fulfilled    4: y = w(n) * x(n) + b // calculate output    5: IF x is in C1: e = 1 // if the x belongs to class C1, error i 1, otherwise is -1    6: ELSE IF x is in C2: e = -1    7: w = w + e * x // update weights using the calculated error    8: n = n + 1    9: END    The stop criteria can be, if the number of misclassified input data is 0, then stop.	2
89	3	1. Initialize the weights at random or as 0.  2. Activate the Perceptron by giving an example.  3. Compute the actual output of the neuron.  4. Adjust the parameters of there perceptron.  5. Continue until convergence is achieved.    w = rand    y = sum($\Phi$(w*x))    for w_i in w:        w_i = w_i+$\eta$*e*y 	1
90	3	Define a bias in order to be able to trigger to which class data points will be classefied to. Assign initial randomly chosen weights, use a squashing function for example McCullon Pits, start training proccess and stop when error of output and desired output has reached desired percentage.	0
91	3	initialize weights with zero or small values;    sample data point, feed into network;    compute net output, use the step activation function;    compute error $e=(d-o)$, where d is the true label, o is the predicted label;    correct weights based on $w(t+1)=w(t)+\alpha(d-o)x$, where alpha is the training rate and x is the input pattern;    repeat for each pattern until convergence is reached;	2
92	3	For this case, the parameters that need to be learned are the slope of the line and the intercept. These are the parameters for the weight vector.      1. Initialize random small values for weight vector.  2. For input_data $x_i$ in Training Data:       - Apply the input to the weight vector.       - e = the difference between the local field and the desired output $(d_i-y_i)$       - Update weight: w(n+1) = w(n) + $\eta e x_i$     	1
93	3	1. Initialization: n(time step or iteration) = 1 and weights are small but randomly initialized  2. Activation of perceptron:  Apply training pattern to activate the perceptron  3. Compute Output: Apply Activation function to the local field(weighted sum of inputs plus bias)  4. Adjust Weights: Adjust weight if current output(y) != desired output(d)  5. Continuation: We continue by increasing n during each iteration and repeat from step 2 untill all input pattern are applied to network and also error is minimized 	2
94	3	YOUR ANSWER HERE:   y denotes the actual result, d denotes the desired result  positive train error: y = 0, d=1 $w_{new} = w_{old} + x $  negative train error: y = 1, d = 0 $w_{new} = w_{old} - x$	1
95	3	1. Label one class a positive with label +1 and the other class as negative with -1.  2. Augment the data with an additional value for the bias term.  3. Invert the sign of the data in the negative class.  4. Randomly initialize weights.  5. If $w^T \cdot x <= 0$, update weight by $ w(n+1) = w(n) + \eta x(n) $, else leave the weight unchanged.  6. Continue step 5.  7. terminate when there is no longer a change in any weight.	2
96	3	$\varphi(v) = \tanh(v)$, single node network, $\mu$ learning rate    repeat as long as error is too high:    1. present sample to network and collect output.  2. compare actual output with desired output (d).  3. If not equal adapt weights: $w_i(n + 1) = w_i(n) + \mu(d-y)x_i$	2
97	3	given $k$ date points $(x_i,y_i)$ and $y_i\in\{1,-1\}$    given a learning rate    for each point i        add a bias 1 so that point i == (1,x_i,y_i) ;        for each point i there y_i == -1        point = -1 * point;        w= Nullvector;    b = 0;    convergance = false;    while(convergence == false)        convergance = true;            for each point i in the training set:            if(w*x<=0) do                        w = w+learningrate*point_i;               convergance = false;      	2
98	3	training_set := set of labeled linear seperable data points    w := weight vector with dimension of input data    v := local field    phi(v): activation_function (threshold function)    y:= output    e := error (y - d) where d is the desired output from labeled training data    n := learning rate (0.1)        assign random values for w        for x in training_set:        v = sum(x_i * w_i)        y = phi(v)         e = y - d        w = w + n*x*e // delta rule    end      	2
99	3	pick random decision boundary  while one of data points is in wrong class      turn decision boundary by using vector of wrong data point      (negative rule or positive)	1
100	3	for n iterations        for each datapoint d             error = desired - output                    if error > 0                        weights = weights - error                        if error < 0                        weights = weights + error	2
101	3	initialize weights w and bias b    set learning rate n    set error_threshold (upper bound on error)    while error < error_threshold :        for every datapoint x in tarining dataset :          y = [w, b] . [x, 1]       (bias is represented as weight of fixed input 1)          if y is positive then x belongs to C1 otherwise to C2          store above predicted class.          find error in predicted output with respect to the labels          store error e      e_sum = sum of all errors e for every data point       w = w + n * e_sum          	2
102	3	YOUR ANSWER HERE	0
103	3	The linear binary classifiable data consists of input vector $X$ which when multipled with weights and added bias, fall into class+ or class- depending on the linear combination output of $WX + b$ being above 0(+) or below 0(class -).    Algo:  Para,meters : X,Y(desired output), W, b    1) weight vector W is initialized with small random values.    2) Input vector is chosen with a probabiity and output is computed using $WX + b$ . If the class Y of vector X is + and output is $<0$, or if the class of X is - and output if >0, then the weights are updated accordingly.  Otherwise weights are left unchanged.    3) iterated over other input vectors until convergence of output.	2
104	3	The learning process consists of three main steps:    1- Positive error:      - calculate the error of all the data sets in the learning set       - change the w(weight): w(n+1) = w(n)+positive error      - seperate the data points based on the new w  2- Negative error:      - calculate the error of all the data sets in the learning set       - change the w(weight): w(n+1) = w(n)+negative error      - seperate the data points based on the new w  3- No error:       - when we have no error this is the end of the training	1
105	3	1. Inputs X: $x_1$, $x_2$, ... , $x_N$    2. Desired outputs y: $y_1$, $y_2$, ... , $y_N$    3. Initialize weight vector $w$ to random small values    4. For each data point $x_n$ in X:         Calculate $\hat{y}_n$ from $w$ and $x_n$         Calculate error $e_n = y_n - \hat{y}_n$         Update $w$ according to delta rule         end      	2
106	3	1. Initialization : At time step  n(0), initialize weight vectors with random values $w_j(0)$  2. Activation : Apply the input example $(x_i(n),d_i(n))$ to activate the perceptron with heavyside step function as the activation function.   3. If output of the perceptron $y(n) \neq d(n) $, adjust the weight vector using the rule : $w(n+1) = w(n) + \eta x(n)(d(n) - y(n))$  4. Go to Activation and repeat until no more change in weight vector is observed	2
107	3	Initialize the weights randomly.    $y = \sum f(wx + b)$, compute the output of the perceptron using the input x, the weight w, the bias b and the activation function f().    $e = d - y$, calculate the error by substracting the actual output from the desired output.    $w_{new} = w_{old} + learning\_rate \cdot x \cdot e$, update the weights with this formula. The learning rate is a parameter which changes how fast the perceptron learns.	2
108	4	YOUR ANSWER HERE:  - Classification is a problem of assigning labels or classes to the input. The output is a discrete variable.  - Regression is a problem of assigning a continuous variable to the input.	1
109	4	classification is type of problem where algorithm needs to saperate the one data class from the another data class.   If there is 2 classes C1 , C2 . algorithm classify the given data into these two classes.   it is discreet process.    Regression is the pridicting the next point depending on the previous points.  it is continuous process.	1
110	4	Classification is the problem where the input data has to be put in two or more classes distinctively different from each other. For example in case of binary classification on class can be -1 and the other +1    Regression on the other hand is data fitting. THe main aim is to find a hyperplane which can fit a given input pattern.	1
111	4	YOUR ANSWER HERE    Classification: Is a task to partition the given input into one of several classes. The calsses are descrete values.    Regression: Regression is the tasks of predicting output in a continuous range. The prediction can be any value within a range.	1
112	4	In classification task the aim to separate data in  different classes, such that output of NN gives value of class index for each input point. E.g in the task is to classify binary data, then the output of the NN will 0 or 1, and each value, represent on class.    In case of regression task, the aim is to fit data, namely a function that perform input-ouput mapping. Output of NN in this case, will be error value, such that we know how close is out function fitted to data points.	1
113	4	Regression:     Tries to fit a line are curve among the given points    The have continuous output    the output is a function    Classification:     Tries to classify the given points into two or more calsses    They have a discrete output    the output is a value representing the class	1
114	4	Classifaction problem is used to classify set of data points into specific groups.    Regression is used to predict time series data.    Classification works on discreate set of values and regression works on continuous values.	1
115	4	Classification: Classification is done between the classes. The machine determines to what class the data belongs to.    Regression: Regression is a expecting output for an input. The machine learns from the given data and models a function and when new input is given it expects the output.    Difference: Classification is discrete output where as Regression is a continuous output.	1
116	4	Classification:   We need to predict the output data discretely. That is the output space is a discrete space.     Regression:  We need to predict the output data continuously. That is the output space is continuous space    The main difference is the discreteness and contionousness.	1
117	4	Classification is a problem of assigning a particular class to each data point in a given dataset. <br>  Regression is a problem of fitting the given dataset on a particular hyperplane which can be used for representing the given data. It finds the hyperplane which minimises the mean square error. 	1
118	4	classification: assign a test data to a class that is prescribed    regression: approximating an unknown function with minimization errors for input-output mapping. 	1
119	4	Classification if to assign a class or category to the data, while regression is when you fit the data to a function.	1
120	4	+ Regression: learns model/function that can predict other unseen data well. Target/output is real spaced.  + Classification: learns a model that classifies/maps input to a discrete target label. Targetlabel/output is binary/discrete.	1
121	4	Classification describes the application, in which a sample is assigned to one specific pattern of the problem. In comparison to regression is the output deterministic an not continiously. In regression the output is continuous describing 	1
